313.15,Housing,Housing_OH_F,Housing_F,Endcap_F,Housing_OH_R,Housing_R,Endcap_R
293.15,0.811393540335766,6.49114832268613,1000000000.0,1.35487729004441,6.49114832268613,1000000000.0,1.34900353535953
298.15,0.824051793381157,6.59241434704926,1000000000.0,1.37865227467566,6.59241434704926,1000000000.0,1.37268064921454
303.15,0.844021411190787,6.75217128952629,1000000000.0,1.41549891788668,6.75217128952629,1000000000.0,1.40937448324795
304.15,0.849515969664995,6.79612775731996,1000000000.0,1.42555457948225,6.79612775731996,1000000000.0,1.41938829947307
305.15,0.855772504803206,6.84618003842564,1000000000.0,1.4369758514566,6.84618003842564,1000000000.0,1.43076199316213
306.15,0.862988555625142,6.90390844500114,1000000000.0,1.45011800022703,6.90390844500114,1000000000.0,1.44384934176924
307.15,0.871449706873688,6.9715976549895,1000000000.0,1.46549510351668,6.9715976549895,1000000000.0,1.45916226938752
308.15,0.881591742324133,7.05273393859306,1000000000.0,1.48389242522224,7.05273393859306,1000000000.0,1.47748275183362
309.15,0.894130286083426,7.1530422886674,1000000000.0,1.50660106392884,7.1530422886674,1000000000.0,1.50009648472364
309.65,0.901666740460234,7.21333392368187,1000000000.0,1.52023773810638,7.21333392368187,1000000000.0,1.5136761471879
310.15,0.910372135736668,7.28297708589335,1000000000.0,1.53598218875141,7.28297708589335,1000000000.0,1.52935476321462
310.65,0.920646605968238,7.3651728477459,1000000000.0,1.55455886817036,7.3651728477459,1000000000.0,1.54785375855335
311.15,0.933144405523663,7.4651552441893,1000000000.0,1.57715369244904,7.4651552441893,1000000000.0,1.57035409762691
311.65,0.949054401010745,7.59243520808596,1000000000.0,1.60592463311418,7.59243520808596,1000000000.0,1.5990047476324
312.15,0.970933497879283,7.76746798303426,1000000000.0,1.64552108357567,7.76746798303426,1000000000.0,1.63843571852963
312.65,1.00639738106761,8.05117904854088,1000000000.0,1.70982627009334,8.05117904854088,1000000000.0,1.70247242782652
313.15,3000000000.0,3000000000.0,1000000000.0,3000000000.0,3000000000.0,1000000000.0,3000000000.0
313.65,1.00264958164879,8.02119665319035,1000000000.0,1.7035773556593,8.02119665319035,1000000000.0,1.6962506266491
314.15,0.964012245350088,7.7120979628007,1000000000.0,1.63404107876201,7.7120979628007,1000000000.0,1.62700564422436
314.65,0.939197886455724,7.51358309164579,1000000000.0,1.58963000683851,7.51358309164579,1000000000.0,1.58278110005359
315.15,0.920509817776961,7.36407854221569,1000000000.0,1.5563176768342,7.36407854221569,1000000000.0,1.54960894507327
315.65,0.905351547264196,7.24281237811357,1000000000.0,1.52938503790997,7.24281237811357,1000000000.0,1.52278980691555
316.15,0.892510520839046,7.14008416671237,1000000000.0,1.50663258598734,7.14008416671237,1000000000.0,1.50013336203163
316.65,0.881316675143343,7.05053340114674,1000000000.0,1.48684676511732,7.05053340114674,1000000000.0,1.48043112355387
317.15,0.871358564787302,6.97086851829842,1000000000.0,1.46928339390799,6.97086851829842,1000000000.0,1.46294202055369
317.65,0.862364451878423,6.89891561502738,1000000000.0,1.45345155230189,6.89891561502738,1000000000.0,1.4471771860226
318.15,0.854144988804979,6.83315991043983,1000000000.0,1.43900952264277,6.83315991043983,1000000000.0,1.4327963320952
319.15,0.839514432902467,6.71611546321974,1000000000.0,1.41336547145757,6.71611546321974,1000000000.0,1.40726102927331
320.15,0.826719087689886,6.61375270151909,1000000000.0,1.39100442164901,6.61375270151909,1000000000.0,1.38499493415569
321.15,0.815300279994495,6.52240223995596,1000000000.0,1.37110158359632,6.52240223995596,1000000000.0,1.36517671409027
322.15,0.804955325874192,6.43964260699353,1000000000.0,1.35311341687848,6.43964260699353,1000000000.0,1.34726510830461
323.15,0.795473439126396,6.36378751301117,1000000000.0,1.33666187303747,6.36378751301117,1000000000.0,1.33088365483412
324.15,0.786701637583311,6.29361310066649,1000000000.0,1.32147288569111,6.29361310066649,1000000000.0,1.31575943804061
325.15,0.778525192306119,6.22820153844895,1000000000.0,1.30734113294593,6.22820153844895,1000000000.0,1.30168799855661
326.15,0.770855738437523,6.16684590750018,1000000000.0,1.29410862820207,6.16684590750018,1000000000.0,1.2885120137641
327.15,0.763623695398273,6.10898956318618,1000000000.0,1.28165108230524,6.10898956318618,1000000000.0,1.27610771709221
328.15,0.756773242744237,6.0541859419539,1000000000.0,1.26986887093963,6.0541859419539,1000000000.0,1.26437590327277
333.15,0.726895097733863,5.8151607818709,1000000000.0,1.21868234243882,5.8151607818709,1000000000.0,1.21340871224724
338.15,0.702106695350306,5.61685356280245,1000000000.0,1.17645584403454,5.61685356280245,1000000000.0,1.17136362406302
343.15,0.680670628249405,5.44536502599524,1000000000.0,1.14010619111122,5.44536502599524,1000000000.0,1.13517045748846
348.15,0.661628062106586,5.29302449685269,1000000000.0,1.10793673745538,5.29302449685269,1000000000.0,1.10313973154149
353.15,0.644390473831482,5.15512379065186,1000000000.0,1.07890869203549,5.15512379065186,1000000000.0,1.0742370472601
363.15,0.613893231141073,4.91114584912858,1000000000.0,1.02774699399166,4.91114584912858,1000000000.0,1.02329668090701
373.15,0.587239688898024,4.69791751118419,1000000000.0,0.983214182930152,4.69791751118419,1000000000.0,0.978956880021442
